region,gender,year,lowerbound,upperbound,mean_estimate,country,age_group,ci_width,malnutrition_level,condition
Americas,Female,2022,1.60207,10.85811,5.04752,BRB,Child,9.25604,Low,Malnutrition
Eastern Mediterranean,Female,2013,3.36946,11.13196,6.56253,QAT,Child,7.762499999999999,Low,Malnutrition
Western Pacific,Both,2013,0.27744,2.74418,1.09016,WSM,Child,2.46674,Low,Malnutrition
Europe,Male,2021,2.11092,7.10993,4.18328,ARM,Child,4.99901,Low,Malnutrition
South-East Asia,Male,2018,7.67859,27.11738,16.41201,LKA,Child,19.43879,Moderate,Malnutrition
Americas,Female,2014,1.19407,5.26151,2.73584,DMA,Child,4.06744,Low,Malnutrition
Europe,Male,2016,1.48602,2.12716,1.78228,CHE,Child,0.64114,Low,Malnutrition
Europe,Both,2018,2.62364,4.46521,3.47264,FRA,Child,1.84157,Low,Malnutrition
Americas,Male,2012,1.84527,6.33097,3.67902,BRB,Child,4.4857,Low,Malnutrition
Americas,Female,2017,0.47944,2.0961,1.09502,NIC,Child,1.61666,Low,Malnutrition
,Male,2019,8.57218,12.13669,10.28946,EMR,Child,3.5645100000000003,Moderate,Malnutrition
South-East Asia,Male,2012,13.77824,24.61638,18.83457,NPL,Child,10.83814,Moderate,Malnutrition
Americas,Female,2014,0.61673,1.41418,0.96628,URY,Child,0.79745,Low,Malnutrition
Europe,Male,2021,1.49645,4.69578,2.78816,ALB,Child,3.19933,Low,Malnutrition
Europe,Female,2014,0.84091,1.68072,1.2196,ITA,Child,0.83981,Low,Malnutrition
Africa,Male,2016,1.2116,14.5851,5.70158,SSD,Child,13.3735,Low,Malnutrition
South-East Asia,Male,2013,24.13994,27.30624,25.69177,IND,Child,3.1662999999999997,High,Malnutrition
Europe,Female,2017,0.94278,5.0337,2.52361,UZB,Child,4.09092,Low,Malnutrition
Europe,Male,2015,1.27503,2.22921,1.70351,PRT,Child,0.95418,Low,Malnutrition
Americas,Both,2019,0.5001,4.97925,1.902,NIC,Child,4.479150000000001,Low,Malnutrition
Eastern Mediterranean,Female,2015,3.28362,6.96805,4.90931,BHR,Child,3.68443,Low,Malnutrition
Africa,Female,2018,1.38202,3.92901,2.48961,CMR,Child,2.54699,Low,Malnutrition
Europe,Male,2019,0.76283,1.50762,1.09081,ESP,Child,0.74479,Low,Malnutrition
Africa,Both,2014,3.52552,9.87284,6.25041,BEN,Child,6.34732,Low,Malnutrition
Europe,Male,2017,1.49083,3.52184,2.36545,TUR,Child,2.03101,Low,Malnutrition
Europe,Male,2015,1.23719,2.71829,1.89594,MNE,Child,1.4811,Low,Malnutrition
Europe,Female,2019,1.60868,4.0586,2.64667,ALB,Child,2.44992,Low,Malnutrition
Africa,Male,2020,2.92241,12.97731,7.12933,STP,Child,10.0549,Low,Malnutrition
Western Pacific,Both,2020,0.2446,2.31252,0.92269,WSM,Child,2.06792,Low,Malnutrition
Africa,Female,2013,0.95428,6.55622,2.93406,CMR,Child,5.60194,Low,Malnutrition
Europe,Both,2013,0.76068,0.93008,0.84502,GBR,Child,0.1694,Low,Malnutrition
,Female,2014,4.86123,7.20488,5.95931,AFR,Child,2.3436500000000002,Low,Malnutrition
Americas,Male,2019,0.30598,4.77037,1.67525,VEN,Child,4.46439,Low,Malnutrition
Africa,Both,2015,1.8085,10.93121,5.20401,SSD,Child,9.12271,Low,Malnutrition
Africa,Both,2022,3.40061,9.4672,6.01487,LBR,Child,6.06659,Low,Malnutrition
Americas,Both,2017,1.29272,5.14401,2.81742,BLZ,Child,3.8512899999999997,Low,Malnutrition
Eastern Mediterranean,Male,2016,1.20446,6.96265,3.30431,ARE,Child,5.75819,Low,Malnutrition
Europe,Female,2019,0.51995,6.58257,2.57355,BLR,Child,6.06262,Low,Malnutrition
Europe,Both,2019,0.96011,2.08462,1.44962,NOR,Child,1.1245100000000001,Low,Malnutrition
Europe,Female,2015,1.31868,2.85547,1.99606,MNE,Child,1.5367899999999999,Low,Malnutrition
Americas,Male,2022,0.74171,12.76448,4.6034,HTI,Child,12.022770000000001,Low,Malnutrition
Eastern Mediterranean,Male,2014,6.84231,23.178,14.0188,AFG,Child,16.33569,Moderate,Malnutrition
Europe,Female,2022,1.49,4.57558,2.76232,CZE,Child,3.08558,Low,Malnutrition
,Male,2014,9.99572,13.0666,11.46128,EMR,Child,3.070879999999999,Moderate,Malnutrition
,Both,2012,9.75419,11.58936,10.63313,WB_LI,Child,1.8351699999999997,Moderate,Malnutrition
Africa,Male,2019,3.12531,24.29717,11.58779,GNQ,Child,21.171860000000002,Moderate,Malnutrition
Eastern Mediterranean,Both,2015,3.88145,14.86279,8.54921,DJI,Child,10.98134,Low,Malnutrition
Eastern Mediterranean,Female,2022,0.84424,8.09025,3.3832,LBY,Child,7.246009999999999,Low,Malnutrition
Americas,Male,2016,1.74489,3.19597,2.41464,ECU,Child,1.45108,Low,Malnutrition
Africa,Female,2012,2.17077,13.31155,6.42913,MRT,Child,11.14078,Low,Malnutrition
Americas,Female,2018,0.71413,2.14588,1.30398,Argentina,Child,1.43175,Low,Malnutrition
Western Pacific,Both,2019,0.16804,0.94012,0.43914,TON,Child,0.77208,Low,Malnutrition
Africa,Female,2015,4.34364,8.65541,6.34305,MDG,Child,4.31177,Low,Malnutrition
Western Pacific,Both,2014,2.77399,11.52054,6.34196,FJI,Child,8.746550000000001,Low,Malnutrition
Europe,Male,2017,3.67771,5.92876,4.72778,UKR,Child,2.2510499999999998,Low,Malnutrition
Africa,Male,2012,4.07519,21.43883,11.23665,SSD,Child,17.36364,Moderate,Malnutrition
Western Pacific,Male,2016,1.50481,2.25512,1.8512,AUS,Child,0.7503099999999998,Low,Malnutrition
Americas,Female,2016,0.92099,1.8999,1.35267,ECU,Child,0.97891,Low,Malnutrition
Africa,Both,2016,6.14181,16.52847,10.60577,TCD,Child,10.38666,Moderate,Malnutrition
Africa,Male,2012,7.30374,13.0819,10.01928,LSO,Child,5.778159999999999,Moderate,Malnutrition
Americas,Both,2018,4.84706,11.12071,7.63858,GUY,Child,6.273650000000001,Low,Malnutrition
Americas,Both,2016,1.17915,6.2929,3.07472,DMA,Child,5.1137500000000005,Low,Malnutrition
,Both,2020,2.05013,2.50157,2.2686,WB_HI,Child,0.4514400000000003,Low,Malnutrition
Africa,Female,2020,1.99379,12.58595,5.94497,MRT,Child,10.59216,Low,Malnutrition
Europe,Female,2021,1.88367,4.96418,3.19493,BGR,Child,3.08051,Low,Malnutrition
Eastern Mediterranean,Both,2022,1.44851,9.27613,4.4031,LBY,Child,7.8276200000000005,Low,Malnutrition
Europe,Male,2015,1.1799,2.2469,1.65623,NOR,Child,1.0670000000000002,Low,Malnutrition
Africa,Male,2016,13.69659,28.48108,20.57035,NER,Child,14.784489999999998,High,Malnutrition
Eastern Mediterranean,Both,2012,13.36759,18.13935,15.72657,YEM,Child,4.7717600000000004,Moderate,Malnutrition
Americas,Female,2019,0.44022,2.4943,1.17286,NIC,Child,2.05408,Low,Malnutrition
Europe,Both,2021,2.40187,3.80184,3.06738,HUN,Child,1.3999699999999997,Low,Malnutrition
Africa,Both,2013,7.18215,11.10488,9.00591,GHA,Child,3.9227299999999996,Low,Malnutrition
Africa,Male,2022,1.88782,22.09488,9.37838,GNQ,Child,20.20706,Low,Malnutrition
,Both,2015,6.55516,9.02299,7.72344,WB_LI,Child,2.46783,Low,Malnutrition
Europe,Both,2014,1.92753,2.93752,2.39818,SRB,Child,1.0099900000000002,Low,Malnutrition
Europe,Both,2014,1.78506,4.25972,2.8542,ARM,Child,2.4746599999999996,Low,Malnutrition
Americas,Female,2014,0.6857,1.38086,0.99909,GTM,Child,0.69516,Low,Malnutrition
Europe,Male,2015,1.08949,1.71773,1.38081,GRC,Child,0.6282399999999999,Low,Malnutrition
Africa,Female,2022,6.00662,16.22099,10.5754,NER,Child,10.21437,Moderate,Malnutrition
Africa,Male,2015,5.004,18.21805,10.53407,GIN,Child,13.214050000000002,Moderate,Malnutrition
Africa,Both,2012,0.98661,3.08128,1.87205,MWI,Child,2.09467,Low,Malnutrition
Western Pacific,Male,2013,0.75836,4.37791,2.13913,SLB,Child,3.61955,Low,Malnutrition
,Both,2015,5.0504,5.7084,5.37693,WPR,Child,0.6580000000000004,Low,Malnutrition
Western Pacific,Both,2021,0.51001,3.80449,1.69633,TUV,Child,3.29448,Low,Malnutrition
Africa,Female,2018,0.66494,3.54771,1.76015,MWI,Child,2.88277,Low,Malnutrition
Americas,Both,2022,1.69978,8.53629,4.16856,HTI,Child,6.836509999999999,Low,Malnutrition
Europe,Male,2012,1.35039,4.24106,2.56472,MDA,Child,2.89067,Low,Malnutrition
Eastern Mediterranean,Both,2019,2.45554,4.91725,3.52618,JOR,Child,2.46171,Low,Malnutrition
Africa,Male,2018,4.48301,10.63969,7.2663,UGA,Child,6.15668,Low,Malnutrition
Eastern Mediterranean,Male,2022,7.37144,29.43485,17.38677,YEM,Child,22.06341,Moderate,Malnutrition
Europe,Male,2013,1.68436,2.96535,2.26003,SRB,Child,1.2809899999999999,Low,Malnutrition
Americas,Both,2019,1.29987,5.5912,2.9548,BLZ,Child,4.291329999999999,Low,Malnutrition
Europe,Both,2022,2.18415,4.37002,3.15638,DNK,Child,2.1858700000000004,Low,Malnutrition
Africa,Female,2019,4.72422,12.39511,8.21665,TCD,Child,7.670890000000001,Low,Malnutrition
Europe,Both,2021,1.27836,2.74263,1.91822,PRT,Child,1.4642700000000002,Low,Malnutrition
South-East Asia,Female,2013,19.74456,22.5116,21.13767,IND,Child,2.7670400000000015,High,Malnutrition
Africa,Female,2016,1.89631,4.38312,3.00236,MWI,Child,2.48681,Low,Malnutrition
Western Pacific,Male,2020,0.6361,6.17137,2.5674,TUV,Child,5.53527,Low,Malnutrition
Americas,Both,2022,0.72726,5.8892,2.44888,NIC,Child,5.1619399999999995,Low,Malnutrition
Africa,Both,2021,1.62284,8.1133,4.13467,ZWE,Child,6.490460000000001,Low,Malnutrition
South-East Asia,Both,2017,10.42873,16.9986,13.51624,TLS,Child,6.56987,Moderate,Malnutrition
Eastern Mediterranean,Male,2021,3.02157,22.79145,10.84047,SOM,Child,19.76988,Moderate,Malnutrition
Europe,Female,2013,2.28686,6.68252,4.18211,TKM,Child,4.39566,Low,Malnutrition
Eastern Mediterranean,Both,2022,1.61099,7.45364,3.90188,PSE,Child,5.84265,Low,Malnutrition
,Male,2018,2.47306,3.00841,2.73074,WB_HI,Child,0.5353500000000002,Low,Malnutrition
Americas,Female,2017,4.26584,13.64626,8.27978,TTO,Child,9.38042,Low,Malnutrition
Americas,Both,2019,1.31359,8.07176,3.91229,PRI,Child,6.75817,Low,Malnutrition
Western Pacific,Female,2018,0.03065,1.03274,0.27087,TON,Child,1.00209,Low,Malnutrition
Americas,Both,2015,1.18441,1.96978,1.53365,GTM,Child,0.7853700000000001,Low,Malnutrition
Europe,Male,2014,2.58955,3.92226,3.2075,ISR,Child,1.33271,Low,Malnutrition
Americas,Female,2019,0.8272,14.60113,5.23316,SUR,Child,13.77393,Low,Malnutrition
Eastern Mediterranean,Male,2018,13.02064,20.2533,16.42577,PAK,Child,7.232659999999999,Moderate,Malnutrition
Europe,Male,2012,1.0388,3.48905,2.025,GEO,Child,2.4502500000000005,Low,Malnutrition
Eastern Mediterranean,Female,2020,8.77416,14.12008,11.31153,IRN,Child,5.34592,Moderate,Malnutrition
Western Pacific,Both,2018,0.91025,4.98038,2.38592,MHL,Child,4.070130000000001,Low,Malnutrition
Europe,Female,2021,0.68619,2.19178,1.30083,DNK,Child,1.5055900000000002,Low,Malnutrition
Europe,Male,2014,4.37898,6.35055,5.31949,ROU,Child,1.9715699999999998,Low,Malnutrition
South-East Asia,Both,2017,13.39778,18.34291,15.78036,TLS,Child,4.945130000000001,Moderate,Malnutrition
Americas,Male,2012,0.97104,9.62951,3.95122,SUR,Child,8.65847,Low,Malnutrition
Western Pacific,Both,2021,8.24912,12.96405,10.51485,VNM,Child,4.714930000000001,Moderate,Malnutrition
Western Pacific,Both,2022,6.17836,10.70569,8.25386,MYS,Child,4.527330000000001,Low,Malnutrition
Africa,Female,2020,1.75097,11.36229,5.22772,MDG,Child,9.61132,Low,Malnutrition
Africa,Female,2012,0.88509,3.66532,1.96442,MWI,Child,2.78023,Low,Malnutrition
Americas,Male,2018,0.53658,8.25443,2.94381,NIC,Child,7.717849999999999,Low,Malnutrition
Americas,Female,2019,0.6404,7.46212,2.91463,VEN,Child,6.82172,Low,Malnutrition
Europe,Both,2016,2.87404,5.29465,3.8962,MKD,Child,2.42061,Low,Malnutrition
Americas,Male,2021,0.1397,3.9472,1.14674,JAM,Child,3.8075,Low,Malnutrition
South-East Asia,Both,2020,3.835,16.6298,9.27665,PRK,Child,12.794799999999999,Low,Malnutrition
South-East Asia,Both,2016,10.64139,24.59609,17.13827,LKA,Child,13.9547,Moderate,Malnutrition
Africa,Female,2014,3.34182,6.3273,4.71919,UGA,Child,2.9854800000000004,Low,Malnutrition
Americas,Both,2012,0.32781,2.10329,0.96231,BOL,Child,1.77548,Low,Malnutrition
Eastern Mediterranean,Female,2012,1.87063,4.47355,2.96283,ARE,Child,2.60292,Low,Malnutrition
Eastern Mediterranean,Male,2013,4.05043,22.48065,11.55763,SDN,Child,18.43022,Moderate,Malnutrition
Western Pacific,Female,2013,4.03702,5.13109,4.5666,CHN,Child,1.0940700000000003,Low,Malnutrition
Africa,Female,2018,5.72015,13.35929,9.16973,NGA,Child,7.639139999999999,Low,Malnutrition
Europe,Both,2013,2.33703,6.06682,3.91594,AZE,Child,3.72979,Low,Malnutrition
Americas,Female,2019,0.67792,6.93948,2.80742,VCT,Child,6.261559999999999,Low,Malnutrition
Europe,Both,2013,0.98761,1.55277,1.24624,ITA,Child,0.56516,Low,Malnutrition
Europe,Female,2018,1.28579,2.41496,1.80297,AUT,Child,1.1291700000000002,Low,Malnutrition
Europe,Female,2022,0.86241,3.08126,1.76389,TUR,Child,2.2188499999999998,Low,Malnutrition
Europe,Male,2021,1.49964,4.19903,2.62891,ITA,Child,2.6993899999999993,Low,Malnutrition
Europe,Both,2018,1.53498,2.66831,2.04953,SWE,Child,1.13333,Low,Malnutrition
Europe,Male,2020,1.94602,3.94565,2.85597,POL,Child,1.99963,Low,Malnutrition
Africa,Both,2013,7.75417,12.98171,10.20007,BFA,Child,5.227539999999999,Moderate,Malnutrition
Europe,Female,2022,0.17563,7.08582,1.93271,AND,Child,6.91019,Low,Malnutrition
Europe,Both,2014,2.51254,5.98334,4.0434,AZE,Child,3.4708,Low,Malnutrition
Europe,Both,2013,2.39311,4.07466,3.17404,BGR,Child,1.6815499999999997,Low,Malnutrition
Europe,Female,2014,1.44557,2.74949,2.03736,EST,Child,1.3039200000000002,Low,Malnutrition
Europe,Male,2021,1.60118,3.10454,2.27688,MNE,Child,1.50336,Low,Malnutrition
Western Pacific,Both,2019,2.1774,2.89094,2.52007,JPN,Child,0.7135400000000001,Low,Malnutrition
Americas,Female,2018,1.29837,2.04038,1.63729,MEX,Child,0.7420099999999998,Low,Malnutrition
Europe,Female,2012,1.83587,3.73706,2.65031,LTU,Child,1.9011900000000002,Low,Malnutrition
Americas,Female,2014,0.566,1.41944,0.93747,GTM,Child,0.8534400000000001,Low,Malnutrition
Africa,Female,2020,1.6015,15.66371,6.53919,GNQ,Child,14.06221,Low,Malnutrition
,Female,2014,13.5618,15.10368,14.32523,WB_LMI,Child,1.5418800000000008,Moderate,Malnutrition
Europe,Both,2021,1.23903,3.48814,2.18018,TUR,Child,2.24911,Low,Malnutrition
Africa,Both,2022,5.67926,16.38904,10.51215,BWA,Child,10.709780000000002,Moderate,Malnutrition
Europe,Male,2019,1.09387,2.67737,1.77873,MLT,Child,1.5835,Low,Malnutrition
Americas,Male,2020,0.41069,3.48672,1.48809,BOL,Child,3.0760300000000003,Low,Malnutrition
Europe,Female,2016,1.0738,1.44258,1.25332,SVN,Child,0.3687799999999999,Low,Malnutrition
Europe,Male,2014,2.14747,3.88504,2.94142,SVK,Child,1.7375699999999998,Low,Malnutrition
Western Pacific,Female,2013,1.32064,1.73004,1.5135,JPN,Child,0.4094,Low,Malnutrition
Europe,Male,2021,1.00806,3.14813,1.90778,MLT,Child,2.14007,Low,Malnutrition
Africa,Female,2022,1.58808,16.54791,6.84625,BWA,Child,14.959830000000002,Low,Malnutrition
Europe,Female,2020,1.02159,2.24588,1.56778,AUT,Child,1.22429,Low,Malnutrition
Africa,Male,2018,3.47505,23.4591,11.63898,CAF,Child,19.98405,Moderate,Malnutrition
Americas,Both,2022,1.57302,3.83659,2.53066,ECU,Child,2.26357,Low,Malnutrition
Americas,Both,2014,0.59489,1.74158,1.07909,BOL,Child,1.14669,Low,Malnutrition
Americas,Both,2012,1.82171,7.86097,4.16208,BRB,Child,6.0392600000000005,Low,Malnutrition
,Female,2016,1.62718,1.9305,1.77368,WB_HI,Child,0.30332000000000003,Low,Malnutrition
Americas,Both,2021,0.80151,1.89017,1.27584,URY,Child,1.08866,Low,Malnutrition
Africa,Female,2018,6.72054,12.23653,9.30767,GMB,Child,5.51599,Low,Malnutrition
Western Pacific,Both,2012,0.71668,1.76114,1.16778,PYF,Child,1.04446,Low,Malnutrition
Eastern Mediterranean,Male,2017,10.45507,26.02255,17.43681,SDN,Child,15.56748,Moderate,Malnutrition
Africa,Female,2018,3.6754,9.14635,6.0964,MRT,Child,5.47095,Low,Malnutrition
Africa,Both,2019,3.13759,10.0373,6.00654,BEN,Child,6.899710000000001,Low,Malnutrition
Europe,Both,2019,0.86177,1.52579,1.15976,PRT,Child,0.6640199999999999,Low,Malnutrition
Eastern Mediterranean,Male,2018,2.92049,12.38588,6.84991,LBY,Child,9.46539,Low,Malnutrition
Americas,Both,2012,0.90866,5.60593,2.61438,BLZ,Child,4.69727,Low,Malnutrition
Africa,Female,2022,1.80725,8.49943,4.47841,COD,Child,6.6921800000000005,Low,Malnutrition
Africa,Male,2019,7.15835,12.14574,9.49316,GHA,Child,4.9873899999999995,Low,Malnutrition
Europe,Male,2012,1.78427,3.4725,2.54855,TUR,Child,1.6882300000000001,Low,Malnutrition
Americas,Female,2022,1.08559,13.95789,5.40739,SUR,Child,12.872300000000001,Low,Malnutrition
Europe,Male,2015,1.68633,4.53037,2.89679,KGZ,Child,2.8440399999999997,Low,Malnutrition
Western Pacific,Female,2013,0.14444,3.82773,1.16817,MHL,Child,3.68329,Low,Malnutrition
Europe,Male,2021,2.25643,4.92765,3.43286,ISR,Child,2.67122,Low,Malnutrition
Africa,Female,2019,7.54233,13.26232,10.24952,ETH,Child,5.719990000000001,Moderate,Malnutrition
Europe,Both,2017,0.67845,4.76293,2.0916,ISL,Child,4.08448,Low,Malnutrition
Africa,Female,2019,3.71451,8.54205,5.78454,KEN,Child,4.827539999999999,Low,Malnutrition
Eastern Mediterranean,Both,2018,2.58324,4.83281,3.58579,JOR,Child,2.2495700000000003,Low,Malnutrition
Western Pacific,Both,2018,0.21927,3.69253,1.24826,TKL,Child,3.4732600000000002,Low,Malnutrition
Western Pacific,Female,2013,2.33139,5.0519,3.52803,BRN,Child,2.72051,Low,Malnutrition
Africa,Both,2013,3.67637,7.29318,5.25173,Sierra Leone,Child,3.6168100000000005,Low,Malnutrition
Africa,Male,2021,1.44395,15.52756,6.43322,BEN,Child,14.08361,Low,Malnutrition
Americas,Female,2021,0.65528,2.08479,1.25085,Argentina,Child,1.42951,Low,Malnutrition
Europe,Female,2022,0.93289,2.44854,1.58715,AUT,Child,1.51565,Low,Malnutrition
Europe,Both,2015,1.22379,2.4662,1.76207,NLD,Child,1.2424100000000002,Low,Malnutrition
Western Pacific,Male,2021,0.43785,7.0502,2.47445,PNG,Child,6.61235,Low,Malnutrition
Europe,Female,2021,1.1524,3.61136,2.14738,BEL,Child,2.45896,Low,Malnutrition
Western Pacific,Both,2017,0.21016,3.21549,1.10547,FSM,Child,3.00533,Low,Malnutrition
Africa,Male,2018,6.3226,13.09246,9.41545,RWA,Child,6.76986,Low,Malnutrition
Eastern Mediterranean,Male,2022,11.43688,31.26995,20.75242,SDN,Child,19.83307,High,Malnutrition
Western Pacific,Both,2017,0.18407,2.08342,0.78552,NRU,Child,1.8993499999999999,Low,Malnutrition
Western Pacific,Both,2013,0.57371,6.93275,2.5889,VUT,Child,6.35904,Low,Malnutrition
Americas,Both,2021,1.50913,9.39318,4.47831,BMU,Child,7.884049999999999,Low,Malnutrition
Africa,Female,2014,5.86883,11.52141,8.50544,NGA,Child,5.6525799999999995,Low,Malnutrition
Europe,Male,2021,1.97863,8.44369,4.49263,MKD,Child,6.46506,Low,Malnutrition
Europe,Male,2012,0.40273,7.02443,2.45585,BLR,Child,6.6217,Low,Malnutrition
Europe,Male,2019,2.25293,4.52964,3.25611,KAZ,Child,2.2767099999999996,Low,Malnutrition
Americas,Male,2020,2.19918,8.43011,4.75951,DOM,Child,6.230930000000001,Low,Malnutrition
Western Pacific,Female,2018,1.3871,1.99806,1.67405,JPN,Child,0.61096,Low,Malnutrition
Americas,Both,2019,1.87089,4.35178,2.93942,CRI,Child,2.4808899999999996,Low,Malnutrition
Americas,Female,2014,1.11774,3.42863,2.06098,JAM,Child,2.31089,Low,Malnutrition
Europe,Female,2020,1.78086,2.54962,2.1414,SVN,Child,0.7687599999999999,Low,Malnutrition
Eastern Mediterranean,Male,2017,1.10262,4.94381,2.62896,LBN,Child,3.84119,Low,Malnutrition
Western Pacific,Female,2020,0.21757,2.91107,1.07821,SLB,Child,2.6935000000000002,Low,Malnutrition
Eastern Mediterranean,Female,2019,6.53811,10.13518,8.24891,IRN,Child,3.5970700000000004,Low,Malnutrition
Americas,Female,2016,0.13706,1.49066,0.56498,CHL,Child,1.3536000000000001,Low,Malnutrition
Europe,Both,2015,1.30882,1.80346,1.5432,CHE,Child,0.49463999999999997,Low,Malnutrition
Europe,Female,2016,1.32702,2.57282,1.89172,MNE,Child,1.2458,Low,Malnutrition
Africa,Both,2021,3.34449,9.23922,5.97245,LSO,Child,5.894729999999999,Low,Malnutrition
Americas,Both,2018,0.9404,1.53957,1.21222,PER,Child,0.5991700000000001,Low,Malnutrition
Western Pacific,Female,2020,0.09655,1.16469,0.45014,COK,Child,1.06814,Low,Malnutrition
,Female,2022,14.4248,19.55904,16.97698,SEAR,Child,5.13424,Moderate,Malnutrition
Europe,Both,2015,1.2308,2.93806,1.95557,LVA,Child,1.7072600000000002,Low,Malnutrition
Europe,Male,2013,2.34757,7.90589,4.69313,AZE,Child,5.55832,Low,Malnutrition
Europe,Both,2015,0.7887,1.16238,0.96165,IRL,Child,0.37368,Low,Malnutrition
Western Pacific,Both,2015,0.13345,1.40865,0.53134,TON,Child,1.2752,Low,Malnutrition
Europe,Both,2017,0.34452,3.77832,1.45576,LUX,Child,3.4337999999999997,Low,Malnutrition
Africa,Both,2018,2.3878,7.46118,4.59543,STP,Child,5.07338,Low,Malnutrition
Europe,Both,2021,1.74679,5.69494,3.40784,MDA,Child,3.94815,Low,Malnutrition
Eastern Mediterranean,Male,2018,2.86747,19.83569,9.30867,DJI,Child,16.96822,Low,Malnutrition
Americas,Female,2015,0.65574,1.24304,0.9175,CAN,Child,0.5872999999999999,Low,Malnutrition
Africa,Male,2017,2.49232,15.29191,7.25348,LBR,Child,12.79959,Low,Malnutrition
Eastern Mediterranean,Female,2019,3.92476,9.85543,6.62835,OMN,Child,5.93067,Low,Malnutrition
Africa,Both,2017,4.46381,11.58171,7.53583,CIV,Child,7.1179,Low,Malnutrition
Western Pacific,Both,2018,3.60901,12.6753,7.38559,KHM,Child,9.06629,Low,Malnutrition
Americas,Both,2013,0.90118,5.65998,2.61497,BLZ,Child,4.7588,Low,Malnutrition
Africa,Female,2015,1.49939,6.06371,3.27918,COM,Child,4.56432,Low,Malnutrition
Africa,Male,2012,4.81858,17.29961,10.3143,BEN,Child,12.48103,Moderate,Malnutrition
Europe,Male,2020,1.03325,2.25402,1.5685,GRC,Child,1.2207700000000001,Low,Malnutrition
Europe,Female,2014,1.58476,2.64672,2.08597,HUN,Child,1.0619600000000002,Low,Malnutrition
